# GOAE-Leistungskatalog fuer den Abrechnungskalkulator
#
# Quelle: Gebührenordnung für Ärzte (GOÄ)
#   amtliche Fassung von "Gesetze im Internet"
#   https://www.gesetze-im-internet.de/go__1982/
#   Datei BJNR015220982.xml, abgerufen 2026-05-14
# Stand: Neugefasst durch Bek. v. 9.2.1996 I 210; zuletzt geändert durch Art. 3b G v. 19.7.2023 I Nr. 197
#
# Erzeugt mit werkzeuge/katalog_erzeugen.py - nicht von Hand aendern.
# Eigene Ziffern gehoeren in eine zusaetzliche Datei und werden mit
#   kalkulator.py katalog-import <datei.csv>
# eingespielt.
#
# Der Eurobetrag ergibt sich nach § 5 Abs. 1 GOAE aus
#   Punktzahl x 0,0582873 EUR x Steigerungsfaktor.
# Die Betragsspalte des amtlichen Verzeichnisses ist noch in DM gefuehrt und
# daher hier nicht enthalten.
#
# Spalten:
#   nummer        GOAE-Nummer
#   bezeichnung   Leistungslegende (Leerzeichen normiert, sonst unveraendert)
#   punktzahl     Punktzahl nach dem Gebuehrenverzeichnis
#   abschnitt     Abschnitt B bis P des Gebuehrenverzeichnisses
#   klasse        Steigerungsklasse nach § 5 GOAE:
#                   aerztlich  Abs. 2  - Regelsatz 2,3   Hoechstsatz 3,5
#                   technisch  Abs. 3  - Regelsatz 1,8   Hoechstsatz 2,5
#                              (Abschnitte A, E und O)
#                   labor      Abs. 4  - Regelsatz 1,15  Hoechstsatz 1,3
#                              (Abschnitt M und Nummer 437)
#   regelsatz     Schwellenwert; darueber ist eine Begruendung noetig (§ 12 GOAE)
#   hoechstsatz   Hoechstsatz der Steigerungsklasse
#   herkunft      eigen  = Punktzahl steht bei dieser Nummer
#                 gruppe = Punktzahl gilt im Verzeichnis fuer eine Gruppe von
#                          Nummern (verbundene Zelle) und wurde uebernommen
nummer;bezeichnung;punktzahl;abschnitt;klasse;regelsatz;hoechstsatz;herkunft
4584;Untersuchung zum Nachweis und zur Identifizierung von Bakterien durch Anzüchtung in Flüssigmedien und Nachweis von Substratverbrauch oder Reaktionsprodukten durch photometrische, spektrometrische oder elektrochemische Messung (z.B. teil- oder vollmechanisierte Geräte für Blutkulturen), je Untersuchung;250;M;labor;1.15;1.3;eigen
4585;Untersuchung zum Nachweis und zur Identifizierung von Mykobakterien durch Anzüchtung in Flüssigmedien und photometrische, elektrochemische oder radiochemische Messung (z.B. teil- oder vollmechanisierte Geräte), je Untersuchung;350;M;labor;1.15;1.3;eigen
4590;Clostridium difficile, tetani oder botulinum;350;M;labor;1.15;1.3;gruppe
4591;Enteropathogene Escherichia coli-Stämme;350;M;labor;1.15;1.3;gruppe
4592;Staphylococcus aureus;350;M;labor;1.15;1.3;gruppe
4593;Vibrionen;350;M;labor;1.15;1.3;gruppe
4594;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Keime sind in der Rechnung anzugeben.;350;M;labor;1.15;1.3;gruppe
4596;Clostridium botulinum;350;M;labor;1.15;1.3;gruppe
4597;Corynebacterium diphtheriae;350;M;labor;1.15;1.3;gruppe
4598;Staphylokokkentoxin;350;M;labor;1.15;1.3;gruppe
4599;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Keime sind in der Rechnung anzugeben.;350;M;labor;1.15;1.3;gruppe
4601;Untersuchung zum Nachweis von Bakterientoxinen durch Inokulation in Versuchstiere, je Untersuchung;500;M;labor;1.15;1.3;eigen
4605;Untersuchung zur Bestimmung der Keimzahl mittels Eintauchobjektträgerkultur (z.B. Cult-dip Plus (R), Dip-Slide (R), Uricount (R), Uricult (R), A* Uriline (R), A* Urotube (R)), semiquantitativ, je Urinuntersuchung;60;M;labor;1.15;1.3;eigen
4606;Untersuchung zur Bestimmung der Keimzahl in Flüssigkeiten mittels Oberflächenkulturen oder Plattengußverfahren nach quantitativer Aufbringung des Untersuchungsmaterials, je Untersuchungsmaterial;250;M;labor;1.15;1.3;eigen
4607;Untersuchung zum Nachweis von Hemmstoffen, je Material;60;M;labor;1.15;1.3;eigen
4610;Untersuchung zur Prüfung der Empfindlichkeit von Bakterien gegen Antibiotika und/oder Chemotherapeutika mittels semiquantitativem Agardiffusionstest und trägergebundenen Testsubstanzen (Plättchentest), je geprüfter Substanz;20;M;labor;1.15;1.3;eigen
4611;Untersuchung zur Prüfung der Empfindlichkeit von Bakterien gegen Antibiotika und/oder Chemotherapeutika nach der Break-Point-Methode, bis zu acht Substanzen, je geprüfter Substanz;30;M;labor;1.15;1.3;eigen
4612;Untersuchung zur Prüfung der Empfindlichkeit von Bakterien gegen Antibiotika und/oder Chemotherapeutika mittels semiquantitativem Antibiotikadilutionstest (Agardilution oder MHK-Bestimmung), bis zu acht Substanzen, je geprüfter Substanz;50;M;labor;1.15;1.3;eigen
4613;Untersuchung zur Prüfung der Empfindlichkeit von Bakterien gegen Antibiotika und/oder Chemotherapeutika mittels semiquantitativer Bestimmung der minimalen mikrobiziden Antibiotikakonzentration (MBC), bis zu acht Substanzen, je geprüfter Substanz;75;M;labor;1.15;1.3;eigen
4614;Untersuchung zur quantitativen Prüfung der Empfindlichkeit von Bakterien gegen Antibiotika und/oder Chemotherapeutika durch Anzüchtung in entsprechenden Flüssigmedien und photometrische, turbidimetrische oder nephelometrische Messung (teil- oder vollmechanisierte Geräte), je Untersuchung;250;M;labor;1.15;1.3;eigen
4630;Rota-Viren;250;M;labor;1.15;1.3;gruppe
4631;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Viren sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4633;Herpes simplex Viren;250;M;labor;1.15;1.3;gruppe
4634;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Viren sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4636;Lichtmikroskopische immunologische Untersuchung im Nativmaterial zum Nachweis von Viren -einschließlich Fluoreszenz-, Enzym- oder anderer Markierung -, je Antiserum;290;M;labor;1.15;1.3;eigen
4637;Elektronenmikroskopischer Nachweis und Identifizierung von Viren im Nativmaterial, je Untersuchung;3180;M;labor;1.15;1.3;eigen
4640;Adeno-Viren;3180;M;labor;1.15;1.3;gruppe
4641;Hepatitis A-Viren;3180;M;labor;1.15;1.3;gruppe
4642;Hepatitis B-Viren (HBe-Antigen);3180;M;labor;1.15;1.3;gruppe
4643;Hepatitis B-Viren (HBs-Antigen);3180;M;labor;1.15;1.3;gruppe
4644;Influenza-Viren;3180;M;labor;1.15;1.3;gruppe
4645;Parainfluenza-Viren;3180;M;labor;1.15;1.3;gruppe
4646;Rota-Viren;3180;M;labor;1.15;1.3;gruppe
4647;Respiratory syncytial virus;3180;M;labor;1.15;1.3;gruppe
4648;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Viren sind in der Rechnung anzugeben.;3180;M;labor;1.15;1.3;gruppe
4655;Untersuchung zum Nachweis von Viren durch Anzüchtung auf Gewebekultur oder Gewebesubkultur, je Ansatz;450;M;labor;1.15;1.3;eigen
4665;Untersuchung zur Charakterisierung von Viren mittels einfacher Verfahren (z.B. Ätherresistenz, Chloroformresistenz, pH3-Test), je Ansatz;250;M;labor;1.15;1.3;eigen
4666;Identifizierung von Viren durch aufwendigere Verfahren (Hämabsorption, Hämagglutination, Hämagglutinationshemmung), je Ansatz;250;M;labor;1.15;1.3;eigen
4667;Identifizierung von Viren durch Neutralisationstest, je Untersuchung;250;M;labor;1.15;1.3;eigen
4668;Identifizierung von Virus-Antigenen durch Immunoblotting, je Untersuchung;330;M;labor;1.15;1.3;eigen
4670;Lichtmikroskopische immunologische Untersuchung zur Identifizierung von Viren - einschließlich Fluoreszenz-, Enzym- oder anderer Markierung -, je Antiserum;290;M;labor;1.15;1.3;eigen
4671;Elektronenmikroskopischer Nachweis und Identifizierung von Viren nach Anzüchtung, je Untersuchung;3180;M;labor;1.15;1.3;eigen
4675;Adeno-Viren;3180;M;labor;1.15;1.3;gruppe
4676;Influenza-Viren;3180;M;labor;1.15;1.3;gruppe
4677;Parainfluenza-Viren;3180;M;labor;1.15;1.3;gruppe
4678;Rota-Viren;3180;M;labor;1.15;1.3;gruppe
4679;Respiratory syncytial virus;3180;M;labor;1.15;1.3;gruppe
4680;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Viren sind in der Rechnung anzugeben.;3180;M;labor;1.15;1.3;gruppe
4705;Aspergillus;3180;M;labor;1.15;1.3;gruppe
4706;Candida;3180;M;labor;1.15;1.3;gruppe
4707;Kryptokokkus neoformans;3180;M;labor;1.15;1.3;gruppe
4708;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Pilze sind in der Rechnung anzugeben.;3180;M;labor;1.15;1.3;gruppe
4710;Lichtmikroskopische Untersuchung zum Nachweis von Pilzen ohne Anfärbung im Nativmaterial, je Material;80;M;labor;1.15;1.3;eigen
4711;Lichtmikroskopische Untersuchung zum Nachweis von Pilzen im Nativmaterial nach Präparation (z.B. Kalilauge) oder aufwendigerer Anfärbung (z.B. Färbung mit Fluorochromen, Baumwollblau-, Tuschefärbung), je Material;120;M;labor;1.15;1.3;eigen
4712;Lichtmikroskopische immunologische Untersuchung zum Nachweis von Pilzen im Nativmaterial - einschließlich Fluoreszenz-, Enzym- oder anderer Markierung -, je Antiserum;290;M;labor;1.15;1.3;eigen
4713;Untersuchung im Nativmaterial zum Nachweis von Pilzantigenen mittels Ligandenassay (z.B. Enzym- oder Radioimmunoassay) -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, je Untersuchung;250;M;labor;1.15;1.3;eigen
4715;Untersuchung zum Nachweis von Pilzen durch An- oder Weiterzüchtung auf einfachen Nährmedien (z.B. Sabouraud-Agar), je Nährmedium;100;M;labor;1.15;1.3;eigen
4716;Untersuchung zum Nachweis von Pilzen durch An- oder Weiterzüchtung auf aufwendigeren Nährmedien (z.B. Antibiotika-, Wuchsstoffzusatz), je Nährmedium;120;M;labor;1.15;1.3;eigen
4717;Züchtung von Pilzen auf Differenzierungsmedien (z.B. Harnstoff-, Stärkeagar), je Nährmedium;120;M;labor;1.15;1.3;eigen
4720;Identifizierung von angezüchteten Pilzen mittels Röhrchen- oder Mehrkammerverfahren bis zu fünf Reaktionen, je Pilz;120;M;labor;1.15;1.3;eigen
4721;Identifizierung von angezüchteten Pilzen mittels Röhrchen- oder Mehrkammerverfahren mit mindestens sechs Reaktionen, je Pilz;250;M;labor;1.15;1.3;eigen
4722;Lichtmikroskopische Identifizierung angezüchteter Pilze - einschließlich Anfärbung (z.B. Färbung mit Fluorochromen, Baumwollblau-, Tuschefärbung) -, je Untersuchung;120;M;labor;1.15;1.3;eigen
4723;Lichtmikroskopische immunologische Untersuchung zur Identifizierung angezüchteter Pilze - einschließlich Fluoreszenz-, Enzym- oder anderer Markierung -, je Antiserum;290;M;labor;1.15;1.3;eigen
4724;Untersuchung zur Identifizierung von Antigenen angezüchteter Pilze mittels Ligandenassay (z.B. Enzym- oder Radioimmunoassay) -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, je Untersuchung;250;M;labor;1.15;1.3;eigen
4727;Untersuchung zur Prüfung der Empfindlichkeit von angezüchteten Pilzen gegen Antimykotika und/oder Chemotherapeutika mittels trägergebundener Testsubstanzen, je Pilz;120;M;labor;1.15;1.3;eigen
4728;Untersuchung zur Prüfung der Empfindlichkeit von angezüchteten Pilzen gegen Antimykotika und/oder Chemotherapeutika mittels Reihenverdünnungstest, je Reihenverdünnungstest;250;M;labor;1.15;1.3;eigen
4740;Amöben;250;M;labor;1.15;1.3;gruppe
4741;Lamblien;250;M;labor;1.15;1.3;gruppe
4742;Sarcoptes scabiei (Krätzmilbe);250;M;labor;1.15;1.3;gruppe
4743;Trichomonaden;250;M;labor;1.15;1.3;gruppe
4744;Würmer und deren Bestandteile, Wurmeier;250;M;labor;1.15;1.3;gruppe
4745;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Parasiten sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4747;Amöben;250;M;labor;1.15;1.3;gruppe
4748;Lamblien;250;M;labor;1.15;1.3;gruppe
4749;Trichomonaden;250;M;labor;1.15;1.3;gruppe
4750;Würmer und deren Bestandteile, Wurmeier;250;M;labor;1.15;1.3;gruppe
4751;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Parasiten sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4753;Giemsafärbung (Blutausstrich) (z.B. Malariaplasmodien);250;M;labor;1.15;1.3;gruppe
4754;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Parasiten sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4756;Lichtmikroskopische Untersuchung zum Nachweis von Parasiten, ohne oder mit einfacher Anfärbung (z.B. Lugol- oder Methylenblaufärbung) oder speziellen Beleuchtungsverfahren (z.B. Phasenkontrast), nach aufwendiger Anreicherung oder Vorbereitung (z.B. Schlüpfversuch, Formalin-Äther-Verfahren), qualitativ, je Untersuchung;200;M;labor;1.15;1.3;eigen
4757;Lichtmikroskopische Untersuchung zum Nachweis von Parasiten, ohne oder mit einfacher Anfärbung (z.B. Lugolfärbung- oder Methylenblaufärbung) oder speziellen Beleuchtungsverfahren (z.B. Phasenkontrast), nach aufwendiger Anreicherung oder Vorbereitung (z.B. Schlüpfversuch, Formalin-Äther-Verfahren), quantitativ (z.B. Filtermethode, Zählkammer), je Untersuchung;250;M;labor;1.15;1.3;eigen
4758;Lichtmikroskopische immunologische Untersuchung zum Nachweis von Parasiten im Nativmaterial - einschließlich Fluoreszenz-, Enzym- oder anderer Markierung -, je Antiserum;290;M;labor;1.15;1.3;eigen
4759;Ligandenassay (z.B. Enzym-, Radioimmunoassay) -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, zum Nachweis von Parasitenantigenen im Nativmaterial, je Untersuchung;250;M;labor;1.15;1.3;eigen
4760;Amöben;250;M;labor;1.15;1.3;gruppe
4761;Lamblien;250;M;labor;1.15;1.3;gruppe
4762;Trichomonaden;250;M;labor;1.15;1.3;gruppe
4763;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Parasiten sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4765;Trichomonaden;250;M;labor;1.15;1.3;gruppe
4766;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Parasiten sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4768;Ligandenassay (z.B. Enzym- oder Radioimmunoassay) -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, zum Nachweis von Parasitenantigenen, je Untersuchung;250;M;labor;1.15;1.3;eigen
4770;Trypanosoma cruzi;250;M;labor;1.15;1.3;gruppe
4771;Untersuchungen mit ähnlichem methodischem Aufwand Die untersuchten Parasiten sind in der Rechnung anzugeben.;250;M;labor;1.15;1.3;gruppe
4780;Isolierung von Nukleinsäuren;900;M;labor;1.15;1.3;eigen
4781;Verdau (Spaltung) isolierter Nukleinsäuren mit Restriktionsenzymen, je Enzym;150;M;labor;1.15;1.3;eigen
4782;Enzymatische Transkription von RNA mittels reverser Transkriptase;500;M;labor;1.15;1.3;eigen
4783;Amplifikation von Nukleinsäuren oder Nukleinsäurefragmenten mit Polymerasekettenreaktion (PCR);500;M;labor;1.15;1.3;eigen
4784;Amplifikation von Nukleinsäuren oder Nukleinsäurefragmenten mit geschachtelter Polymerasekettenreaktion (nested PCR);1000;M;labor;1.15;1.3;eigen
4785;Identifizierung von Nukleinsäurefragmenten durch Hybridisierung mit radioaktiv oder nichtradioaktiv markierten Sonden und nachfolgender Detektion, je Sonde;300;M;labor;1.15;1.3;eigen
4786;Trennung von Nukleinsäurefragmenten mittels elektrophoretischer Methoden und anschließendem Transfer auf Trägermaterialien (z.B. Dot-Blot, Slot-Blot);600;M;labor;1.15;1.3;eigen
4787;Identifizierung von Nukleinsäurefragmenten durch Sequenzermittlung;2000;M;labor;1.15;1.3;eigen
4800;Histologische Untersuchung und Begutachtung eines Materials;217;N;aerztlich;2.3;3.5;eigen
4801;Histologische Untersuchung und Begutachtung mehrerer Zupfpräparate aus der Magen- oder Darmschleimhaut;289;N;aerztlich;2.3;3.5;eigen
4802;Histologische Untersuchung und Begutachtung eines Materials mit besonders schwieriger Aufbereitung desselben (z.B. Knochen mit Entkalkung);289;N;aerztlich;2.3;3.5;eigen
4810;Histologische Untersuchung eines Materials und zytologische Untersuchung zur Krebsdiagnostik;289;N;aerztlich;2.3;3.5;eigen
4811;Histologische Untersuchung und Begutachtung eines Materials (z.B. Portio, Zervix, Bronchus) anhand von Schnittserien bei zweifelhafter oder positiver Zytologie;289;N;aerztlich;2.3;3.5;eigen
4815;Histologische Untersuchung und Begutachtung von Organbiopsien (z.B. Leber, Lunge, Niere, Milz, Knochen, Lymphknoten) unter Anwendung histochemischer oder optischer Sonderverfahren (Elektronen-Interferenz-, Polarisationsmikroskopie);350;N;aerztlich;2.3;3.5;eigen
4816;Histologische Sofortuntersuchung und -begutachtung während einer Operation (Schnellschnitt);250;N;aerztlich;2.3;3.5;eigen
4850;Zytologische Untersuchung zur Phasenbestimmung des Zyklus - gegebenenfalls einschließlich der Beurteilung nichtzytologischer mikroskopischer Befunde an demselben Material -;87;N;technisch;1.8;2.5;eigen
4851;Zytologische Untersuchung zur Krebsdiagnostik als Durchmusterung der in zeitlichem Zusammenhang aus einem Untersuchungsgebiet gewonnenen Präparate (z.B. aus dem Genitale der Frau) - gegebenenfalls einschließlich der Beurteilung nichtzytologischer mikroskopischer Befunde an demselben Material -;130;N;technisch;1.8;2.5;eigen
4852;Zytologische Untersuchung von z.B. Punktaten, Sputum, Sekreten, Spülflüssigkeiten mit besonderen Aufbereitungsverfahren - gegebenenfalls einschließlich der Beurteilung nichtzytologischer mikroskopischer Befunde an demselben Material -, je Untersuchungsmaterial;174;N;technisch;1.8;2.5;eigen
4860;Mikroskopische Differenzierung von Haaren und deren Wurzeln (Trichogramm) - einschließlich Epilation und Aufbereitung sowie gegebenenfalls einschließlich Färbung -, auch mehrere Präparate;160;N;technisch;1.8;2.5;eigen
4870;Kerngeschlechtsbestimmung mittels Untersuchung auf X-Chromosomen, auch nach mehreren Methoden -gegebenenfalls einschließlich Materialentnahme - .;273;N;technisch;1.8;2.5;eigen
4871;Kerngeschlechtsbestimmung mittels Untersuchung auf Y-Chromosomen, auch nach mehreren Methoden -gegebenenfalls einschließlich Materialentnahme - .;289;N;technisch;1.8;2.5;eigen
4872;Chromosomenanalyse, auch einschließlich vorangehender kurzzeitiger Kultivierung -gegebenenfalls einschließlich Materialentnahme - .;1950;N;technisch;1.8;2.5;eigen
4873;Chromosomenanalyse an Fibroblasten oder Epithelien einschließlich vorangehender Kultivierung und langzeitiger Subkultivierung - gegebenenfalls einschließlich Materialentnahme -;3030;N;technisch;1.8;2.5;eigen
5000;Zähne, je Projektion;50;O;technisch;1.8;2.5;eigen
5002;Panoramaaufnahme(n) eines Kiefers;250;O;technisch;1.8;2.5;eigen
5004;Panoramaschichtaufnahme der Kiefer;400;O;technisch;1.8;2.5;eigen
5010;jeweils in zwei Ebenen;180;O;technisch;1.8;2.5;eigen
5011;ergänzende Ebene(n);60;O;technisch;1.8;2.5;eigen
5020;jeweils in zwei Ebenen;220;O;technisch;1.8;2.5;eigen
5021;ergänzende Ebene(n);80;O;technisch;1.8;2.5;eigen
5030;jeweils in zwei Ebenen;360;O;technisch;1.8;2.5;eigen
5031;ergänzende Ebene(n);100;O;technisch;1.8;2.5;eigen
5035;Teile des Skeletts in einer Ebene, je Teil;160;O;technisch;1.8;2.5;eigen
5037;Bestimmung des Skelettalters - gegebenenfalls einschließlich Berechnung der prospektiven Endgröße, einschließlich der zugehörigen Röntgendiagnostik und gutachterlichen Beurteilung -;300;O;technisch;1.8;2.5;eigen
5040;Beckenübersicht;300;O;technisch;1.8;2.5;eigen
5041;Beckenübersicht bei einem Kind bis zum vollendeten 14. Lebensjahr;200;O;technisch;1.8;2.5;eigen
5050;Kontrastuntersuchung eines Hüftgelenks, Kniegelenks oder Schultergelenks, einschließlich Punktion, Stichkanalanästhesie und Kontrastmitteleinbringung - gegebenenfalls einschließlich Durchleuchtung(en) -;950;O;technisch;1.8;2.5;eigen
5060;Kontrastuntersuchung eines Kiefergelenks, einschließlich Punktion, Stichkanalanästhesie und Kontrastmitteleinbringung - gegebenenfalls einschließlich Durchleuchtung(en) -;500;O;technisch;1.8;2.5;eigen
5070;Kontrastuntersuchung der übrigen Gelenke, einschließlich Punktion, Stichkanalanästhesie und Kontrastmitteleinbringung - gegebenenfalls einschließlich Durchleuchtung(en) -, je Gelenk;400;O;technisch;1.8;2.5;eigen
5090;Schädel-Übersicht, in zwei Ebenen;400;O;technisch;1.8;2.5;eigen
5095;Schädelteile in Spezialprojektionen, je Teil;200;O;technisch;1.8;2.5;eigen
5098;Nasennebenhöhlen - gegebenenfalls auch in mehreren Ebenen -;260;O;technisch;1.8;2.5;eigen
5100;Halswirbelsäule, in zwei Ebenen;300;O;technisch;1.8;2.5;eigen
5101;ergänzende Ebene(n);160;O;technisch;1.8;2.5;eigen
5105;Brust- oder Lendenwirbelsäule, in zwei Ebenen, je Teil;400;O;technisch;1.8;2.5;eigen
5106;ergänzende Ebene(n);180;O;technisch;1.8;2.5;eigen
5110;Ganzaufnahme der Wirbelsäule oder einer Extremität;500;O;technisch;1.8;2.5;eigen
5111;ergänzende Ebene(n);200;O;technisch;1.8;2.5;eigen
5115;Untersuchung von Teilen der Hand oder des Fußes mittels Feinstfokustechnik (Fokusgröße maximal 0,2 mm) oder Xeroradiographietechnik zur gleichzeitigen Beurteilung von Knochen und Weichteilen, je Teil;400;O;technisch;1.8;2.5;eigen
5120;Rippen einer Thoraxhälfte, Schulterblatt oder Brustbein, in einer Ebene;260;O;technisch;1.8;2.5;eigen
5121;ergänzende Ebene(n);140;O;technisch;1.8;2.5;eigen
5130;Halsorgane oder Mundboden - gegebenenfalls in mehreren Ebenen -;280;O;technisch;1.8;2.5;eigen
5135;Brustorgane-Übersicht, in einer Ebene;280;O;technisch;1.8;2.5;eigen
5137;Brustorgane-Übersicht - gegebenenfalls einschließlich Breischluck und Durchleuchtung(en) -, in mehreren Ebenen;450;O;technisch;1.8;2.5;eigen
5139;Teil der Brustorgane;180;O;technisch;1.8;2.5;eigen
5140;Brustorgane, Übersicht im Mittelformat;100;O;technisch;1.8;2.5;eigen
5150;Speiseröhre, gegebenenfalls einschließlich ösophago-gastraler Übergang, Kontrastuntersuchung (auch Doppelkontrast) -einschließlich Durchleuchtung(en) -, als selbständige Leistung;550;O;technisch;1.8;2.5;eigen
5157;Oberer Verdauungstrakt (Speiseröhre, Magen, Zwölffingerdarm und oberer Abschnitt des Dünndarms), Monokontrastuntersuchung -einschließlich Durchleuchtung(en) -;700;O;technisch;1.8;2.5;eigen
5158;Oberer Verdauungstrakt (Speiseröhre, Magen, Zwölffingerdarm und oberer Abschnitt des Dünndarms), Kontrastuntersuchung -einschließlich Doppelkontrastdarstellung und Durchleuchtung(en), gegebenenfalls einschließlich der Leistung nach Nummer 5150 -;1200;O;technisch;1.8;2.5;eigen
5159;Zuschlag zu den Leistungen nach den Nummern 5157 und 5158 bei Erweiterung der Untersuchung bis zum Ileozökalgebiet;300;O;technisch;1.8;2.5;eigen
5163;Dünndarmkontrastuntersuchung mit im Bereich der Flexura duodeno-jejunalis endender Sonde -einschließlich Durchleuchtung(en) -;1300;O;technisch;1.8;2.5;eigen
5165;Monokontrastuntersuchung von Teilen des Dickdarms - einschließlich Durchleuchtung(en) -;700;O;technisch;1.8;2.5;eigen
5166;Dickdarmdoppelkontrastuntersuchung -einschließlich Durchleuchtung(en) -;1400;O;technisch;1.8;2.5;eigen
5167;Defäkographie nach Markierung der benachbarten Hohlorgane - einschließlich Durchleuchtung(en) -;1000;O;technisch;1.8;2.5;eigen
5168;Pharyngographie unter Verwendung kinematographischer Techniken - einschließlich Durchleuchtung(en) -, als selbständige Leistung;800;O;technisch;1.8;2.5;eigen
5169;Pharyngographie unter Verwendung kinematographischer Techniken - einschließlich Durchleuchtung(en) und einschließlich der Darstellung der gesamten Speiseröhre -;1100;O;technisch;1.8;2.5;eigen
5170;Kontrastuntersuchung von Gallenblase und/oder Gallenwegen und/oder Pankreasgängen;400;O;technisch;1.8;2.5;eigen
5190;Bauchübersicht, in einer Ebene oder Projektion;300;O;technisch;1.8;2.5;eigen
5191;Bauchübersicht, in zwei oder mehr Ebenen oder Projektionen;500;O;technisch;1.8;2.5;eigen
5192;Bauchteilaufnahme - gegebenenfalls in mehreren Ebenen oder Spezialprojektionen -;200;O;technisch;1.8;2.5;eigen
5200;Harntraktkontrastuntersuchung - einschließlich intravenöser Verabreichung des Kontrastmittels -;600;O;technisch;1.8;2.5;eigen
5201;Ergänzende Ebene(n) oder Projektion(en) im Anschluß an die Leistung nach Nummer 5200 -gegebenenfalls einschließlich Durchleuchtung(en) -;200;O;technisch;1.8;2.5;eigen
5220;Harntraktkontrastuntersuchung - einschließlich retrograder Verabreichung des Kontrastmittels, gegebenenfalls einschließlich Durchleuchtung(en) -, je Seite;300;O;technisch;1.8;2.5;eigen
5230;Harnröhren- und/oder Harnblasenkontrastuntersuchung (Urethrozystographie) - einschließlich retrograder Verabreichung des Kontrastmittels, gegebenenfalls einschließlich Durchleuchtung(en) -, als selbständige Leistung;300;O;technisch;1.8;2.5;eigen
5235;Refluxzystographie - einschließlich retrograder Verabreichung des Kontrastmittels, einschließlich Miktionsaufnahmen und gegebenenfalls einschließlich Durchleuchtung(en) -, als selbständige Leistung;500;O;technisch;1.8;2.5;eigen
5250;Gebärmutter- und/oder Eileiterkontrastuntersuchung -einschließlich Durchleuchtung(en) -;400;O;technisch;1.8;2.5;eigen
5260;Röntgenuntersuchung natürlicher, künstlicher oder krankhaft entstandener Gänge, Gangsysteme, Hohlräume oder Fisteln (z.B. Sialographie, Galaktographie, Kavernographie, Vesikulographie) -gegebenenfalls einschließlich Durchleuchtung(en) -;400;O;technisch;1.8;2.5;eigen
5265;Mammographie einer Seite, in einer Ebene;300;O;technisch;1.8;2.5;eigen
5266;Mammographie einer Seite, in zwei Ebenen;450;O;technisch;1.8;2.5;eigen
5267;Ergänzende Ebene(n) oder Spezialprojektion(en) im Anschluß an die Leistung nach Nummer 5266;150;O;technisch;1.8;2.5;eigen
5280;Myelographie;750;O;technisch;1.8;2.5;eigen
5285;Bronchographie - einschließlich Durchleuchtung(en) -;450;O;technisch;1.8;2.5;eigen
5290;Schichtaufnahme(n) (Tomographie), bis zu fünf Strahleneinrichtungen oder Projektionen, je Strahlenrichtung oder Projektion;650;O;technisch;1.8;2.5;eigen
5295;Durchleuchtung(en), als selbständige Leistung;240;O;technisch;1.8;2.5;eigen
5298;Zuschlag zu den Leistungen nach den Nummern 5010 bis 5290 bei Anwendung digitaler Radiographie (Bildverstärker-Radiographie);240;O;technisch;1.8;2.5;gruppe
5300;Serienangiographie im Bereich von Schädel, Brust- und/oder Bauchraum, eine Serie;2000;O;technisch;1.8;2.5;eigen
5301;Zweite bis dritte Serie im Anschluß an die Leistung nach Nummer 5300, je Serie;400;O;technisch;1.8;2.5;eigen
5302;Weitere Serien im Anschluß an die Leistungen nach den Nummern 5300 und 5301, insgesamt;600;O;technisch;1.8;2.5;eigen
5303;Serienangiographie im Bereich von Schädel, Brust- und Bauchraum im zeitlichen Zusammenhang mit einer oder mehreren Leistungen nach den Nummern 5315 bis 5327, eine Serie;1000;O;technisch;1.8;2.5;eigen
5304;Zweite bis dritte Serie im Anschluß an die Leistung nach Nummer 5303, je Serie;200;O;technisch;1.8;2.5;eigen
5305;Weitere Serien im Anschluß an die Leistungen nach den Nummern 5303 und 5304, insgesamt;300;O;technisch;1.8;2.5;eigen
